"id","robot","match","piece","pickup","score","level","success","time","phase"
578,919,21,"cargo","top-hp","dropped","0","dropped",4666,"tele"
579,7710,21,"hatch","preload","dropped","0","dropped",7314,"sandstorm"
580,7710,21,"hatch","top-hp","top-rocket-low","1","success",14303,"tele"
581,7710,21,"hatch","top-hp","top-rocket-low","1","success",10101,"tele"
582,7710,21,"hatch","top-hp","dropped","0","dropped",748,"tele"
583,188,21,"hatch","preload","front-cargo","1","success",12448,"tele"
584,188,21,"cargo","bot-hp","front-cargo","1","success",115165,"tele"
585,188,21,"cargo","bot-hp","bot-cargo","1","success",2432,"tele"
586,188,21,"cargo","bot-hp","bot-cargo","1","success",2005,"tele"
587,188,21,"cargo","bot-hp","top-cargo","1","success",1702,"tele"
588,1285,21,"hatch","preload","bot-rocket-low","1","success",12901,"sandstorm"
589,1285,21,"hatch","top-hp","bot-rocket-low","1","success",32281,"tele"
590,1285,21,"cargo","floor","front-cargo","1","success",10006,"tele"
591,1285,21,"cargo","floor","top-cargo","1","success",4450,"tele"
592,1285,21,"cargo","floor","top-cargo","1","success",26758,"tele"
593,4939,21,"cargo","preload","dropped","0","dropped",1918,"sandstorm"
594,4939,21,"cargo","floor","dropped","0","dropped",23400,"tele"
595,5039,22,"hatch","preload","front-cargo","1","success",9814,"sandstorm"
596,5039,22,"cargo","top-hp","bot-cargo","1","success",7641,"tele"
597,5039,22,"cargo","top-hp","bot-cargo","1","success",8641,"tele"
598,5039,22,"cargo","top-hp","front-cargo","1","success",39653,"tele"
599,5039,22,"cargo","top-hp","bot-cargo","1","success",16293,"tele"
600,746,22,"hatch","preload","front-cargo","1","success",47246,"sandstorm"
601,746,22,"hatch","bot-hp","bot-rocket-low","1","success",39595,"sandstorm"
602,4308,22,"cargo","preload","top-cargo","1","success",4478,"tele"
603,4308,22,"cargo","floor","top-cargo","1","success",7540,"tele"
604,6878,22,"hatch","preload","bot-rocket-low","1","success",5772,"tele"
605,6878,22,"hatch","bot-hp","bot-rocket-low","1","success",45456,"tele"
606,6878,22,"cargo","bot-hp","bot-rocket-low","1","success",15182,"tele"
607,6878,22,"cargo","bot-hp","bot-cargo","1","success",19920,"tele"
608,5076,22,"cargo","preload","top-cargo","1","success",12286,"tele"
609,5076,22,"cargo","top-hp","top-cargo","1","success",10063,"tele"
610,5076,22,"cargo","top-hp","bot-cargo","1","attempted",25555,"tele"
611,5076,22,"cargo","top-hp","top-cargo","1","attempted",14183,"tele"
612,2706,22,"hatch","bot-hp","bot-rocket-high","3","attempted",25532,"tele"
613,2706,22,"cargo","floor","bot-rocket-high","3","attempted",14887,"tele"
614,2706,22,"cargo","floor","bot-rocket-low","1","success",3416,"tele"
615,1334,23,"hatch","preload","dropped","0","dropped",3481,"sandstorm"
616,1334,23,"hatch","top-hp","front-cargo","1","success",25147,"tele"
617,1334,23,"cargo","floor","dropped","0","dropped",3166,"tele"
618,1334,23,"hatch","top-hp","dropped","0","dropped",46894,"tele"
619,6867,23,"hatch","preload","top-cargo","1","success",14952,"tele"
620,6867,23,"hatch","top-hp","front-cargo","1","success",12902,"tele"
621,6867,23,"hatch","top-hp","top-rocket-low","1","success",15514,"tele"
622,6867,23,"hatch","top-hp","bot-rocket-low","1","attempted",3639,"tele"
623,5024,23,"hatch","preload","front-cargo","1","success",12419,"sandstorm"
624,5024,23,"cargo","top-hp","dropped","0","dropped",1043,"tele"
625,5024,23,"cargo","top-hp","top-cargo","1","success",12604,"tele"
626,5024,23,"cargo","top-hp","top-cargo","1","success",13376,"tele"
627,5024,23,"cargo","top-hp","dropped","0","dropped",5023,"tele"
628,5024,23,"cargo","top-hp","top-rocket-low","1","success",24493,"tele"
629,5031,23,"cargo","floor","bot-cargo","1","success",29047,"tele"
630,6866,23,"cargo","preload","bot-cargo","1","success",14613,"sandstorm"
631,6866,23,"cargo","floor","bot-cargo","1","success",16642,"tele"
632,6866,23,"cargo","floor","front-cargo","1","success",11763,"tele"
633,6866,23,"cargo","floor","bot-cargo","1","success",14233,"tele"
634,6866,23,"cargo","floor","top-cargo","1","success",31928,"tele"
635,6866,23,"cargo","floor","top-rocket-low","1","success",7481,"tele"
636,4252,24,"hatch","preload","front-cargo","1","attempted",11244,"tele"
637,7690,24,"cargo","preload","bot-cargo","1","success",13361,"sandstorm"
638,7690,24,"cargo","bot-hp","bot-cargo","1","success",6192,"tele"
639,7690,24,"cargo","bot-hp","bot-cargo","1","success",12111,"tele"
640,7690,24,"cargo","bot-hp","top-cargo","1","success",16253,"tele"
641,7690,24,"cargo","bot-hp","top-cargo","1","success",9136,"tele"
642,7690,24,"cargo","bot-hp","top-cargo","1","attempted",11473,"tele"
643,6342,24,"cargo","floor","dropped","0","dropped",1242,"tele"
644,7136,24,"cargo","top-hp","dropped","0","dropped",3441,"tele"
645,7136,24,"cargo","bot-hp","dropped","0","dropped",880,"tele"
646,7136,24,"cargo","bot-hp","dropped","0","dropped",9178,"tele"
647,1246,24,"cargo","floor","bot-cargo","1","success",9442,"tele"
648,1246,24,"cargo","floor","dropped","0","dropped",19818,"tele"
649,1246,24,"cargo","floor","top-cargo","1","success",54283,"tele"
650,7456,25,"hatch","preload","front-cargo","1","attempted",9177,"sandstorm"
651,7456,25,"cargo","bot-hp","bot-cargo","1","success",17865,"tele"
652,7456,25,"cargo","bot-hp","bot-cargo","1","success",20063,"tele"
653,7456,25,"cargo","bot-hp","bot-cargo","1","success",16353,"tele"
654,5036,25,"hatch","preload","front-cargo","1","success",13433,"sandstorm"
655,5036,25,"hatch","top-hp","bot-rocket-low","1","attempted",15006,"tele"
656,5036,25,"hatch","top-hp","bot-rocket-low","1","success",23400,"tele"
657,5036,25,"cargo","floor","top-cargo","1","success",5180,"tele"
658,5036,25,"cargo","floor","top-cargo","1","success",12821,"tele"
659,5036,25,"cargo","floor","top-cargo","1","success",7740,"tele"
660,5036,25,"cargo","floor","bot-cargo","1","success",16436,"tele"
661,5036,25,"cargo","floor","bot-cargo","1","success",8223,"tele"
662,7520,25,"cargo","preload","top-cargo","1","success",28537,"sandstorm"
663,7520,25,"cargo","floor","top-cargo","1","success",17520,"sandstorm"
664,7520,25,"cargo","floor","top-cargo","1","success",12456,"sandstorm"
665,7520,25,"cargo","floor","front-cargo","1","success",6929,"tele"
666,7520,25,"hatch","top-hp","front-cargo","1","success",8698,"tele"
667,5911,25,"hatch","preload","dropped","0","dropped",2330,"sandstorm"
668,5911,25,"hatch","top-hp","dropped","0","dropped",35300,"tele"
675,5024,26,"hatch","bot-hp","bot-cargo","1","success",2096,"tele"
676,5024,26,"cargo","floor","dropped","0","dropped",514,"tele"
677,5024,26,"hatch","bot-hp","front-cargo","1","success",11522,"tele"
678,5024,26,"hatch","bot-hp","dropped","0","dropped",14553,"tele"
679,6867,26,"hatch","top-hp","top-cargo","1","success",7343,"tele"
680,6867,26,"hatch","top-hp","bot-rocket-low","1","success",8438,"tele"
681,6867,26,"hatch","top-hp","top-rocket-low","1","success",2952,"tele"
682,188,26,"hatch","preload","front-cargo","1","success",4303,"tele"
683,188,26,"cargo","floor","bot-cargo","1","success",14244,"tele"
684,188,26,"cargo","floor","bot-cargo","1","success",2081,"tele"
685,188,26,"cargo","floor","top-cargo","1","success",3223,"tele"
686,188,26,"cargo","floor","front-cargo","1","success",8826,"tele"
687,188,26,"hatch","top-hp","dropped","0","dropped",3607,"tele"
688,5076,26,"cargo","preload","bot-cargo","1","success",6757,"tele"
689,5076,26,"cargo","bot-hp","bot-cargo","1","success",12639,"tele"
690,5076,26,"hatch","bot-hp","front-cargo","1","success",13554,"tele"
691,5076,26,"cargo","bot-hp","top-rocket-low","1","attempted",22782,"tele"
692,1334,26,"hatch","preload","front-cargo","1","attempted",20007,"sandstorm"
693,1334,26,"cargo","floor","front-cargo","1","attempted",12654,"tele"
694,5039,27,"hatch","preload","dropped","0","dropped",10132,"sandstorm"
695,5039,27,"hatch","top-hp","dropped","0","dropped",24553,"tele"
696,5039,27,"cargo","top-hp","top-cargo","1","success",6062,"tele"
697,5039,27,"cargo","top-hp","top-cargo","1","success",7070,"tele"
698,5039,27,"cargo","top-hp","dropped","0","dropped",5475,"tele"
699,5039,27,"cargo","top-hp","bot-cargo","1","success",10243,"tele"
700,5039,27,"cargo","top-hp","bot-cargo","1","success",18669,"tele"
701,5036,27,"hatch","preload","front-cargo","1","success",13422,"sandstorm"
702,5036,27,"cargo","bot-hp","bot-cargo","1","success",6648,"tele"
703,5036,27,"cargo","floor","bot-cargo","1","success",7105,"tele"
704,5036,27,"cargo","bot-hp","bot-cargo","1","success",3657,"tele"
705,5036,27,"cargo","floor","top-cargo","1","success",31031,"tele"
706,5036,27,"cargo","bot-hp","front-cargo","1","success",5667,"tele"
707,5036,27,"cargo","bot-hp","top-cargo","1","success",31052,"tele"
708,7710,27,"hatch","top-hp","dropped","0","dropped",1511,"tele"
709,7710,27,"hatch","top-hp","bot-rocket-low","1","success",32675,"tele"
710,7710,27,"hatch","top-hp","bot-rocket-low","1","success",2364,"tele"
711,7520,27,"hatch","top-hp","front-cargo","1","success",36096,"tele"
712,1246,27,"cargo","preload","top-cargo","1","success",5391,"tele"
719,5406,25,"cargo","bot-hp","dropped","0","dropped",9634,"tele"
720,5406,25,"hatch","bot-hp","bot-rocket-mid","2","success",5762,"tele"
721,5406,25,"hatch","bot-hp","bot-rocket-low","1","success",2086,"tele"
722,5406,25,"hatch","bot-hp","bot-rocket-mid","2","success",7331,"tele"
723,5406,25,"cargo","floor","bot-rocket-mid","2","success",19435,"tele"
724,5406,25,"hatch","floor","dropped","0","dropped",16707,"tele"
725,5406,27,"hatch","bot-hp","bot-rocket-mid","2","success",6439,"tele"
726,5406,27,"cargo","floor","bot-rocket-mid","2","success",15181,"tele"
727,6866,28,"cargo","preload","bot-cargo","1","success",13306,"sandstorm"
728,7456,28,"hatch","top-hp","front-cargo","1","success",7841,"tele"
729,7456,28,"cargo","top-hp","front-cargo","1","attempted",8954,"tele"
730,7456,28,"cargo","top-hp","top-cargo","1","success",21056,"tele"
731,7456,28,"cargo","top-hp","top-cargo","1","success",13303,"tele"
732,919,28,"hatch","preload","front-cargo","1","success",8369,"sandstorm"
733,4308,28,"cargo","preload","bot-cargo","1","success",6342,"tele"
734,4308,28,"cargo","floor","bot-cargo","1","success",6456,"tele"
735,4308,28,"cargo","floor","bot-cargo","1","success",6806,"tele"
736,4308,28,"cargo","floor","front-cargo","1","success",10549,"tele"
737,4308,28,"cargo","floor","top-cargo","1","success",6820,"tele"
738,4308,28,"cargo","floor","dropped","0","dropped",5611,"tele"
739,6878,28,"hatch","preload","front-cargo","1","success",3479,"sandstorm"
740,6878,28,"hatch","top-hp","top-rocket-low","1","success",11844,"tele"
741,6878,28,"hatch","top-hp","front-cargo","1","success",17787,"tele"
742,6878,28,"hatch","top-hp","dropped","0","dropped",2888,"tele"
743,6878,28,"hatch","top-hp","bot-rocket-low","1","success",34986,"tele"
744,6878,28,"hatch","top-hp","bot-rocket-low","1","success",12765,"tele"
745,6878,28,"cargo","top-hp","top-cargo","1","success",9809,"tele"
746,1285,29,"hatch","preload","dropped","0","dropped",4515,"sandstorm"
747,1285,29,"hatch","bot-hp","dropped","0","dropped",2241,"sandstorm"
748,1285,29,"cargo","bot-hp","dropped","0","dropped",2609,"sandstorm"
749,1285,29,"cargo","floor","bot-cargo","1","success",3568,"sandstorm"
750,1285,29,"cargo","floor","bot-cargo","1","success",4576,"sandstorm"
751,1285,29,"cargo","floor","bot-cargo","1","success",12052,"tele"
752,1285,29,"cargo","floor","top-cargo","1","success",13446,"tele"
753,1285,29,"cargo","floor","top-cargo","1","success",11286,"tele"
754,5031,29,"hatch","top-hp","top-rocket-low","1","success",24059,"tele"
755,5031,29,"hatch","top-hp","top-rocket-high","3","success",11639,"tele"
756,5031,29,"hatch","top-hp","top-rocket-mid","2","success",2878,"tele"
757,5911,29,"hatch","preload","bot-rocket-low","1","success",15929,"tele"
758,5911,29,"hatch","bot-hp","dropped","0","dropped",2013,"tele"
759,5911,29,"hatch","bot-hp","dropped","0","dropped",1619,"tele"
760,746,29,"hatch","preload","front-cargo","1","success",9695,"tele"
761,5719,29,"hatch","preload","dropped","0","dropped",7836,"sandstorm"
762,5719,29,"cargo","floor","top-cargo","1","success",10060,"tele"
763,5719,29,"cargo","floor","bot-cargo","1","success",4463,"tele"
764,4252,29,"hatch","preload","dropped","0","dropped",8548,"sandstorm"
765,4252,29,"hatch","bot-hp","bot-rocket-low","1","attempted",4367,"sandstorm"
766,4252,29,"hatch","top-hp","top-rocket-low","1","success",18971,"sandstorm"
767,4252,29,"hatch","top-hp","front-cargo","1","success",13464,"sandstorm"
768,4939,30,"hatch","preload","bot-rocket-low","1","success",3234,"tele"
769,4939,30,"hatch","bot-hp","dropped","0","dropped",5274,"tele"
770,4939,30,"hatch","bot-hp","dropped","0","dropped",6863,"tele"
771,4939,30,"hatch","bot-hp","dropped","0","dropped",9731,"tele"
772,2706,30,"hatch","preload","front-cargo","1","success",11197,"sandstorm"
773,2706,30,"cargo","floor","bot-cargo","1","success",13556,"tele"
774,2706,30,"cargo","floor","top-cargo","1","attempted",7642,"tele"
775,2706,30,"cargo","floor","bot-cargo","1","success",21937,"tele"
776,2706,30,"cargo","floor","bot-cargo","1","success",6436,"tele"
777,2706,30,"cargo","floor","top-cargo","1","success",3025,"tele"
778,2706,30,"cargo","floor","dropped","0","dropped",14548,"tele"
779,2706,30,"hatch","bot-hp","dropped","0","dropped",9352,"tele"
780,7136,30,"cargo","preload","top-cargo","1","success",10106,"tele"
781,7136,30,"cargo","top-hp","top-cargo","1","success",18796,"tele"
782,7690,30,"cargo","preload","bot-cargo","1","success",10142,"sandstorm"
783,7690,30,"cargo","bot-hp","bot-cargo","1","success",4024,"tele"
784,7690,30,"cargo","bot-hp","bot-cargo","1","success",5149,"tele"
785,7690,30,"cargo","bot-hp","front-cargo","1","success",6413,"tele"
786,7690,30,"hatch","bot-hp","front-cargo","1","attempted",3039,"tele"
787,7690,30,"cargo","bot-hp","top-cargo","1","attempted",4359,"tele"
788,7690,30,"cargo","bot-hp","top-cargo","1","success",6310,"tele"
789,6162,30,"cargo","floor","dropped","0","dropped",82313,"tele"
790,6397,30,"hatch","preload","dropped","0","dropped",7208,"tele"
791,1334,31,"cargo","top-hp","top-cargo","1","success",6368,"tele"
792,4308,31,"cargo","preload","top-rocket-low","1","attempted",16644,"tele"
793,4308,31,"cargo","floor","top-cargo","1","success",19725,"tele"
794,7520,31,"hatch","preload","front-cargo","1","success",15168,"tele"
795,7520,31,"cargo","floor","front-cargo","1","attempted",5414,"tele"
796,7520,31,"cargo","floor","front-cargo","1","success",9644,"tele"
797,7520,31,"cargo","floor","bot-cargo","1","success",11505,"tele"
798,5719,31,"hatch","preload","dropped","0","dropped",6145,"sandstorm"
799,5719,31,"cargo","floor","dropped","0","dropped",15193,"tele"
800,5719,31,"cargo","floor","front-cargo","1","success",4917,"tele"
801,5719,31,"cargo","floor","top-cargo","1","success",12182,"tele"
802,5719,31,"cargo","floor","front-cargo","1","attempted",35975,"tele"
803,5719,31,"hatch","floor","dropped","0","dropped",1364,"tele"
804,1285,31,"hatch","preload","dropped","0","dropped",4798,"sandstorm"
805,1285,31,"hatch","bot-hp","front-cargo","1","success",13219,"tele"
806,1285,31,"cargo","floor","bot-cargo","1","success",7574,"tele"
807,1285,31,"cargo","bot-hp","bot-cargo","1","success",5860,"tele"
808,1285,31,"cargo","floor","bot-cargo","1","success",3509,"tele"
809,1285,31,"cargo","bot-hp","top-cargo","1","success",16709,"tele"
810,1285,31,"hatch","bot-hp","dropped","0","dropped",1406,"tele"
811,1285,31,"hatch","bot-hp","front-cargo","1","success",12834,"tele"
812,5039,32,"cargo","preload","top-cargo","1","success",13075,"sandstorm"
813,5039,32,"cargo","top-hp","top-cargo","1","success",6431,"tele"
814,5039,32,"cargo","top-hp","top-cargo","1","success",47309,"tele"
815,5039,32,"cargo","top-hp","front-cargo","1","success",18815,"tele"
816,5039,32,"cargo","top-hp","front-cargo","1","success",11659,"tele"
817,5039,32,"cargo","top-hp","top-cargo","1","success",6220,"tele"
818,5036,32,"hatch","preload","front-cargo","1","success",15960,"sandstorm"
819,5036,32,"hatch","top-hp","front-cargo","1","success",24577,"tele"
820,5036,32,"cargo","floor","top-cargo","1","success",12186,"tele"
821,5036,32,"cargo","floor","top-cargo","1","success",5021,"tele"
822,5036,32,"cargo","floor","top-cargo","1","success",2413,"tele"
823,5036,32,"cargo","floor","front-cargo","1","success",5753,"tele"
824,5036,32,"cargo","floor","bot-cargo","1","success",11515,"tele"
825,5036,32,"cargo","floor","bot-cargo","1","success",16216,"tele"
826,4252,32,"cargo","preload","dropped","0","dropped",29612,"tele"
827,4252,32,"hatch","top-hp","dropped","0","dropped",97403,"tele"
828,6867,32,"hatch","preload","bot-cargo","1","success",13404,"sandstorm"
829,6867,32,"hatch","bot-hp","bot-cargo","1","success",13647,"tele"
830,6867,32,"hatch","bot-hp","bot-rocket-low","1","success",13131,"tele"
831,6867,32,"hatch","bot-hp","front-cargo","1","success",10190,"tele"
832,6867,32,"hatch","bot-hp","front-cargo","1","success",16634,"tele"
833,6867,32,"hatch","bot-hp","bot-rocket-low","1","success",18403,"tele"
834,6867,32,"hatch","bot-hp","bot-cargo","1","attempted",24234,"tele"
835,5406,33,"hatch","preload","bot-rocket-mid","2","success",16441,"sandstorm"
836,5406,33,"hatch","bot-hp","bot-rocket-mid","2","success",8401,"tele"
837,5406,33,"hatch","bot-hp","bot-rocket-high","3","success",3931,"tele"
838,5406,33,"hatch","bot-hp","bot-rocket-high","3","success",9282,"tele"
839,5406,33,"hatch","bot-hp","bot-rocket-low","1","success",24605,"tele"
840,5406,33,"hatch","bot-hp","bot-rocket-low","1","success",9817,"tele"
841,5406,33,"cargo","bot-hp","bot-rocket-low","1","success",20348,"tele"
842,7690,33,"cargo","preload","bot-cargo","1","success",8923,"sandstorm"
843,7690,33,"cargo","bot-hp","bot-cargo","1","success",5955,"tele"
844,7690,33,"cargo","bot-hp","bot-cargo","1","success",8403,"tele"
845,7690,33,"hatch","bot-hp","front-cargo","1","attempted",45134,"tele"
846,1246,33,"cargo","preload","top-cargo","1","success",12658,"sandstorm"
847,1246,33,"cargo","top-hp","top-cargo","1","success",12352,"tele"
848,1246,33,"cargo","top-hp","dropped","0","dropped",8833,"tele"
849,188,33,"hatch","preload","front-cargo","1","success",5781,"tele"
850,188,33,"hatch","top-hp","dropped","0","dropped",1184,"tele"
851,188,33,"cargo","floor","bot-rocket-mid","2","success",2110,"tele"
852,188,33,"cargo","floor","bot-rocket-mid","2","success",1763,"tele"
853,188,33,"cargo","floor","top-cargo","1","success",1684,"tele"
854,188,33,"cargo","floor","bot-rocket-high","3","success",9009,"tele"
855,188,33,"cargo","floor","bot-rocket-high","3","success",3291,"tele"
856,188,33,"cargo","floor","bot-cargo","1","success",6141,"tele"
857,188,33,"cargo","floor","dropped","0","dropped",8785,"tele"
858,188,33,"cargo","floor","dropped","0","dropped",6614,"tele"
859,7456,33,"hatch","preload","front-cargo","1","success",2993,"tele"
860,7456,33,"hatch","preload","front-cargo","1","success",2993,"tele"
861,7476,34,"hatch","preload","top-cargo","1","success",8323,"tele"
862,7476,34,"hatch","top-hp","top-rocket-low","1","success",2962,"tele"
863,7476,34,"cargo","floor","top-cargo","1","success",25516,"tele"
864,7476,34,"cargo","floor","dropped","0","dropped",11518,"tele"
865,7476,34,"cargo","floor","front-cargo","1","attempted",12920,"tele"
866,7476,34,"cargo","floor","dropped","0","dropped",1928,"tele"
867,919,34,"hatch","preload","front-cargo","1","success",8331,"tele"
868,919,34,"cargo","bot-hp","bot-cargo","1","success",38146,"tele"
869,6878,34,"hatch","preload","front-cargo","1","success",15438,"sandstorm"
870,6878,34,"cargo","bot-hp","bot-cargo","1","success",7899,"tele"
871,6878,34,"cargo","bot-hp","bot-cargo","1","success",14747,"tele"
872,6878,34,"cargo","bot-hp","bot-cargo","1","attempted",41622,"tele"
873,6878,34,"hatch","bot-hp","bot-rocket-low","1","success",9501,"tele"
874,6878,34,"hatch","bot-hp","bot-rocket-low","1","success",8429,"tele"
875,5031,34,"cargo","preload","top-cargo","1","success",6906,"tele"
876,5031,34,"cargo","floor","dropped","0","dropped",7649,"tele"
877,5031,34,"cargo","top-hp","top-cargo","1","success",22760,"tele"
878,5031,34,"cargo","floor","dropped","0","dropped",16897,"tele"
879,5031,34,"cargo","floor","top-cargo","1","success",9490,"tele"
880,5031,34,"cargo","top-hp","front-cargo","1","attempted",23528,"tele"
881,6866,35,"cargo","preload","bot-cargo","1","success",11836,"sandstorm"
882,6866,35,"cargo","floor","bot-cargo","1","success",9978,"tele"
883,6866,35,"cargo","floor","bot-cargo","1","success",7716,"tele"
884,6866,35,"cargo","floor","front-cargo","1","success",15833,"tele"
885,6866,35,"cargo","floor","top-cargo","1","attempted",13295,"tele"
886,6866,35,"cargo","floor","top-cargo","1","attempted",13022,"tele"
887,6866,35,"cargo","floor","top-cargo","1","success",11071,"tele"
888,6866,35,"cargo","floor","top-cargo","1","attempted",22356,"tele"
898,2706,35,"hatch","preload","front-cargo","1","success",7043,"sandstorm"
899,2706,35,"cargo","floor","dropped","0","dropped",6548,"tele"
900,2706,35,"hatch","bot-hp","front-cargo","1","success",12052,"tele"
901,2706,35,"hatch","top-hp","top-rocket-high","3","success",17613,"tele"
902,2706,35,"cargo","floor","dropped","0","dropped",7521,"tele"
903,2706,35,"cargo","floor","dropped","0","dropped",4747,"tele"
904,2706,35,"hatch","top-hp","dropped","0","dropped",3470,"tele"
905,2706,35,"hatch","top-hp","dropped","0","dropped",8865,"tele"
906,2706,35,"hatch","top-hp","dropped","0","dropped",25017,"tele"
907,5024,35,"hatch","preload","bot-cargo","1","success",18389,"sandstorm"
908,5024,35,"hatch","bot-hp","front-cargo","1","success",24302,"tele"
909,5024,35,"cargo","bot-hp","dropped","0","dropped",11476,"tele"
910,5024,35,"cargo","bot-hp","dropped","0","dropped",11959,"tele"
911,5024,35,"cargo","bot-hp","bot-cargo","1","success",12994,"tele"
912,5024,35,"cargo","bot-hp","bot-cargo","1","attempted",17866,"tele"
913,7710,35,"hatch","preload","front-cargo","1","attempted",19725,"tele"
914,7710,35,"hatch","top-hp","dropped","0","dropped",3540,"tele"
915,7710,35,"hatch","top-hp","top-rocket-low","1","success",14560,"tele"
916,7710,35,"hatch","top-hp","dropped","0","dropped",1512,"tele"
917,4308,36,"cargo","top-hp","top-cargo","1","success",31697,"tele"
918,1334,36,"hatch","preload","front-cargo","1","success",22240,"tele"
919,1334,36,"cargo","floor","dropped","0","dropped",9185,"tele"
920,1334,36,"cargo","floor","dropped","0","dropped",1369,"tele"
921,1334,36,"cargo","floor","dropped","0","dropped",5953,"tele"
922,1334,36,"cargo","floor","front-cargo","1","success",3851,"tele"
923,1334,36,"hatch","bot-hp","front-cargo","1","attempted",38600,"tele"
924,7690,36,"cargo","preload","bot-cargo","1","success",7158,"sandstorm"
925,7690,36,"cargo","bot-hp","bot-cargo","1","success",6827,"tele"
926,7690,36,"cargo","bot-hp","bot-cargo","1","success",9668,"tele"
927,7690,36,"cargo","bot-hp","front-cargo","1","success",3393,"tele"
928,7690,36,"cargo","bot-hp","top-cargo","1","success",10209,"tele"
929,7690,36,"cargo","bot-hp","dropped","0","dropped",12763,"tele"
930,7690,36,"hatch","bot-hp","dropped","0","dropped",23052,"tele"
931,5036,36,"hatch","preload","front-cargo","1","success",10013,"sandstorm"
932,5036,36,"hatch","top-hp","dropped","0","dropped",1737,"sandstorm"
933,5036,36,"hatch","top-hp","dropped","0","dropped",5124,"tele"
934,5036,36,"hatch","top-hp","front-cargo","1","success",14097,"tele"
