65,6537,11,1,0,0,NULL
66,6070,11,2,0,3,NULL
67,854,12,0,0,0,NULL
68,3161,12,1,0,2,NULL
69,4902,12,1,0,0,NULL
70,6135,12,1,0,0,NULL
71,6009,12,1,0,0,NULL
72,188,12,2,0,2,NULL
73,2056,13,0,2,0,NULL
74,4951,13,0,0,0,NULL
75,4039,13,1,0,0,NULL
76,907,13,1,0,0,NULL
77,2702,13,1,1,0,NULL
78,6342,13,2,0,3,NULL
79,4618,14,1,0,0,NULL
80,4519,14,0,0,0,NULL
81,6330,14,1,0,0,NULL
82,6387,14,1,2,0,NULL
83,5406,14,1,1,0,NULL
84,4992,14,2,0,1,NULL
85,4907,15,2,0,0,NULL
86,4943,15,1,0,2,NULL
87,773,15,0,0,1,NULL
88,6339,15,1,0,0,NULL
89,3161,15,1,0,0,NULL
90,4939,15,2,0,2,NULL
91,2702,16,2,0,0,NULL
92,771,16,0,0,1,NULL
93,5409,16,2,0,0,NULL
94,6070,16,1,0,0,NULL
95,4976,16,2,1,0,NULL
96,6009,16,2,0,3,NULL
97,6342,17,0,0,0,NULL
98,4951,17,1,0,0,NULL
100,5288,17,2,0,1,NULL
101,3571,17,0,0,0,NULL
102,2386,17,1,0,2,NULL
103,4902,18,0,0,0,NULL
104,6330,18,1,0,0,NULL
106,1310,18,2,1,0,NULL
107,907,18,1,0,2,NULL
108,1374,18,1,0,1,NULL
109,4618,19,1,0,2,NULL
110,6481,19,2,0,0,NULL
112,854,19,2,0,0,NULL
113,6537,19,1,0,1,NULL
114,6135,19,0,0,0,NULL
115,2056,20,1,2,0,NULL
116,2852,20,2,0,0,NULL
118,6323,20,1,0,0,NULL
119,6046,20,1,0,1,NULL
120,4039,20,2,1,2,NULL
121,1360,21,2,0,0,NULL
124,5406,21,2,1,0,NULL
125,1334,21,1,0,0,NULL
126,188,21,1,2,2,NULL
127,4939,22,0,0,0,NULL
129,3571,22,0,0,3,NULL
130,4907,22,0,0,0,NULL
131,6330,22,1,0,0,NULL
132,4992,22,2,0,0,NULL
133,2702,23,2,0,0,NULL
135,1374,23,2,0,0,NULL
136,771,23,1,0,4,NULL
137,6481,23,1,0,0,NULL
138,2852,23,2,1,2,NULL
139,2056,24,0,2,0,NULL
140,854,24,2,0,3,NULL
141,6323,24,2,0,0,NULL
142,6009,24,2,0,1,NULL
143,1310,24,1,2,0,NULL
144,6342,24,2,0,0,NULL
145,5409,25,2,0,0,NULL
146,2386,25,2,0,2,NULL
147,6725,25,1,0,0,NULL
148,907,25,1,0,0,NULL
149,4777,25,1,0,0,NULL
150,4519,25,1,0,1,NULL
151,4039,26,2,1,0,NULL
152,1360,26,2,0,2,NULL
153,188,26,2,0,0,NULL
154,6339,26,1,0,0,NULL
155,6537,26,1,0,0,NULL
156,6387,26,2,0,1,NULL
157,4951,27,1,0,0,NULL
158,4943,27,0,0,2,NULL
159,5406,27,0,0,0,NULL
160,4976,27,1,1,0,NULL
161,4902,27,1,0,0,NULL
162,6046,27,1,0,4,NULL
163,2200,28,2,0,0,NULL
164,1334,28,1,0,3,NULL
165,6070,28,1,0,1,NULL
166,4618,28,2,1,0,NULL
167,5288,28,1,0,0,NULL
168,3161,28,2,0,0,NULL
169,4939,29,2,0,0,NULL
170,1310,29,1,2,2,NULL
171,854,29,0,0,0,NULL
172,2386,29,2,0,0,NULL
173,6339,29,1,0,0,NULL
174,771,29,1,0,1,NULL
175,6323,30,1,0,0,NULL
176,4519,30,1,0,3,NULL
177,4992,30,1,0,2,NULL
178,4902,30,1,0,0,NULL
179,4951,30,0,0,2,NULL
180,188,30,2,0,0,NULL
181,773,31,0,0,1,NULL
182,4039,31,2,1,4,NULL
183,6135,31,1,0,2,NULL
184,5406,31,1,2,2,NULL
185,3571,31,0,0,2,NULL
186,4976,31,1,1,0,NULL
187,1360,32,2,0,0,NULL
188,6330,32,0,0,2,NULL
189,3161,32,2,0,3,NULL
190,4777,32,1,0,0,NULL
191,2702,32,0,0,2,NULL
192,2852,32,1,2,0,NULL
193,6070,33,0,0,0,NULL
194,6342,33,1,0,0,NULL
195,5288,33,1,0,4,NULL
196,6009,33,2,0,2,NULL
197,6481,33,1,0,0,NULL
198,4907,33,1,0,0,NULL
199,1334,34,0,0,0,NULL
200,1374,34,0,0,1,NULL
201,6046,34,0,0,3,NULL
202,907,34,1,0,0,NULL
203,6725,34,1,0,0,NULL
204,6537,34,1,0,0,NULL
205,2200,35,0,0,0,NULL
206,5409,35,1,0,3,NULL
207,4618,35,2,0,3,NULL
208,6387,35,1,0,0,NULL
209,2056,35,1,2,0,NULL
210,4943,35,0,0,0,NULL
212,2852,36,1,2,3,NULL
213,4039,36,2,0,0,NULL
214,6070,36,2,0,0,NULL
215,2386,36,1,0,0,NULL
216,188,36,2,0,3,NULL
217,3161,37,2,0,0,NULL
218,773,37,0,0,1,NULL
219,6342,37,1,0,5,NULL
220,6537,37,2,0,1,NULL
221,4902,37,0,0,2,NULL
222,4992,37,1,0,0,NULL
223,6339,38,1,0,0,NULL
224,854,38,1,1,3,NULL
225,1334,38,2,0,0,NULL
226,6330,38,1,0,0,NULL
227,1374,38,1,0,0,NULL
228,5409,38,2,0,0,NULL
229,1310,39,2,1,0,NULL
230,4519,39,1,0,2,NULL
231,4943,39,0,0,0,NULL
232,2200,39,2,0,0,NULL
233,5288,39,0,0,2,NULL
234,6135,39,0,0,3,NULL
235,6387,40,2,0,0,NULL
236,6046,40,0,0,0,NULL
237,4777,40,1,0,0,NULL
238,4907,40,2,0,0,NULL
239,771,40,0,0,2,NULL
240,4951,40,2,0,1,NULL
241,2056,41,2,2,0,NULL
242,5406,41,2,0,2,NULL
243,907,41,1,0,0,NULL
244,6481,41,2,0,0,NULL
245,6323,41,2,0,0,NULL
246,1360,41,2,0,0,NULL
247,6009,42,0,0,2,NULL
248,5406,42,2,0,2,NULL
249,4939,42,1,0,0,NULL
250,4976,42,1,1,0,NULL
251,4618,42,1,1,0,NULL
252,6725,42,2,0,0,NULL
253,4777,43,0,0,5,NULL
254,5288,43,1,0,2,NULL
255,4943,43,1,0,0,NULL
256,6342,43,0,0,4,NULL
257,6339,43,1,0,2,NULL
258,4992,43,1,0,3,NULL
259,6481,44,1,0,0,NULL
260,188,44,2,0,4,NULL
261,3161,44,0,0,0,NULL
262,6046,44,1,0,0,NULL
263,2386,44,1,0,0,NULL
264,6330,44,1,0,0,NULL
265,854,45,0,0,0,NULL
266,5406,45,2,1,2,NULL
267,5409,45,2,0,1,NULL
268,2852,45,2,2,0,NULL
269,6323,45,2,0,0,NULL
270,4951,45,1,0,0,NULL
271,3571,46,0,0,3,NULL
272,6537,46,1,0,2,NULL
273,773,46,0,0,3,NULL
274,6387,46,2,1,0,NULL
275,907,46,2,0,0,NULL
276,6009,46,2,0,0,NULL
277,4976,47,2,1,0,NULL
278,1360,47,2,0,0,NULL
279,6135,47,0,0,5,NULL
280,1374,47,0,0,0,NULL
281,4939,47,1,0,2,NULL
282,2200,47,1,0,0,NULL
283,4039,48,2,0,0,NULL
284,4618,48,1,1,0,NULL
285,6070,48,2,0,0,NULL
286,771,48,1,0,0,NULL
287,4902,48,1,0,1,NULL
288,6725,48,2,0,0,NULL
289,4519,49,2,0,1,NULL
290,4907,49,2,0,0,NULL
291,2702,49,1,0,3,NULL
292,2056,49,1,2,0,NULL
293,1310,49,1,1,0,NULL
294,1334,49,1,0,1,NULL
295,6342,50,1,0,0,NULL
296,4939,50,2,0,0,NULL
297,2386,50,1,0,1,NULL
298,5409,50,2,0,0,NULL
299,6387,50,2,1,0,NULL
300,1360,50,2,0,0,NULL
301,6046,51,0,0,0,NULL
302,2200,51,1,0,0,NULL
303,4951,51,1,0,0,NULL
304,6009,51,1,0,2,NULL
305,6339,51,0,0,0,NULL
306,773,51,0,0,1,NULL
307,907,52,1,0,1,NULL
308,4992,52,2,0,0,NULL
309,1334,52,1,0,0,NULL
310,1310,52,1,1,0,NULL
311,3161,52,0,0,0,NULL
312,6070,52,1,0,0,NULL
313,4907,53,1,0,0,NULL
314,4618,53,1,0,0,NULL
315,188,53,1,0,0,NULL
316,4519,53,1,0,3,NULL
317,1374,53,0,0,0,NULL
318,771,53,1,0,3,NULL
319,4902,54,0,0,0,NULL
320,5406,54,2,2,0,NULL
321,6135,54,0,0,0,NULL
322,3571,54,0,0,1,NULL
323,2056,54,2,2,0,NULL
324,2702,54,1,0,3,NULL
325,2852,55,1,1,0,NULL
326,4943,55,0,0,0,NULL
327,854,55,1,0,1,NULL
328,5288,55,2,0,0,NULL
329,4039,55,2,0,0,NULL
330,6537,55,1,0,0,NULL
331,6330,56,0,0,0,NULL
332,4976,56,2,1,0,NULL
333,6481,56,1,0,1,NULL
334,6725,56,2,0,0,NULL
335,4777,56,1,0,0,NULL
336,6323,56,2,0,0,NULL
337,907,57,1,0,0,NULL
338,188,57,2,0,0,NULL
339,771,57,0,0,0,NULL
340,6342,57,2,0,0,NULL
341,6387,57,2,0,0,NULL
342,4618,57,2,0,0,NULL
343,2386,58,1,0,0,NULL
344,4992,58,1,0,0,NULL
345,3161,58,0,0,1,NULL
346,2056,58,2,2,0,NULL
347,4907,58,2,0,0,NULL
348,1374,58,1,0,0,NULL
349,6046,59,0,0,0,NULL
350,6070,59,2,0,0,NULL
351,4943,59,0,0,1,NULL
352,4939,59,2,0,0,NULL
353,4777,59,1,0,0,NULL
354,5406,59,2,1,0,NULL
355,6330,60,1,0,1,NULL
356,6323,60,2,0,0,NULL
357,6537,60,0,0,4,NULL
358,2702,60,2,0,0,NULL
359,5288,60,2,0,0,NULL
360,4951,60,1,0,1,NULL
361,1310,61,1,1,0,NULL
362,6135,61,1,0,0,NULL
363,6339,61,0,0,0,NULL
364,2852,61,1,2,0,NULL
365,6725,61,2,0,2,NULL
366,773,61,1,0,2,NULL
367,4902,62,0,0,2,NULL
368,5409,62,1,0,0,NULL
369,1334,62,1,0,1,NULL
370,6481,62,1,0,0,NULL
371,2200,62,1,0,0,NULL
372,4039,62,2,0,0,NULL
373,3571,63,0,0,0,NULL
374,6009,63,2,0,0,NULL
375,1360,63,2,0,3,NULL
376,4519,63,1,0,0,NULL
377,854,63,1,0,1,NULL
378,4976,63,2,1,0,NULL
379,6339,64,1,0,0,NULL
380,907,64,2,0,0,NULL
381,4951,64,1,0,0,NULL
382,3161,64,1,0,0,NULL
383,771,64,0,0,1,NULL
384,4943,64,1,0,0,NULL
